,TransactionID,id_01,id_02,id_03,id_04,id_05,id_06,id_07,id_08,id_09,id_10,id_11,id_12,id_13,id_14,id_15,id_16,id_17,id_18,id_19,id_20,id_21,id_22,id_23,id_24,id_25,id_26,id_27,id_28,id_29,id_30,id_31,id_32,id_33,id_34,id_35,id_36,id_37,id_38,DeviceType,DeviceInfo
2398,2997836,-5.0,59857.0,,,0.0,0.0,,,,,100.0,NotFound,52.0,-300.0,Found,NotFound,166.0,,100.0,533.0,,,,,,,,Found,NotFound,Windows 10,edge 15.0,24.0,1600x900,match_status:2,T,F,T,T,desktop,Windows
2406,2997856,0.0,214449.0,,,1.0,0.0,,,,,100.0,NotFound,,-300.0,New,NotFound,166.0,15.0,100.0,533.0,,,,,,,,New,NotFound,iOS 11.1.2,mobile safari 11.0,32.0,1334x750,match_status:1,T,F,T,T,mobile,iOS Device
2411,2997879,-20.0,85137.0,,,3.0,0.0,,,,,100.0,NotFound,49.0,-420.0,Unknown,,166.0,,372.0,225.0,,,,,,,,New,NotFound,Android 7.0,chrome 62.0 for android,32.0,1280x720,match_status:2,T,F,F,T,mobile,SM-J727V Build/NRD90M
2433,2997944,-5.0,27892.0,,,0.0,0.0,,,,,100.0,NotFound,52.0,-360.0,New,NotFound,166.0,,529.0,214.0,,,,,,,,New,NotFound,Windows 10,chrome 62.0,24.0,1366x768,match_status:2,T,F,T,T,desktop,Windows
2503,2998180,-45.0,275891.0,0.0,0.0,3.0,-41.0,6.0,-34.0,0.0,0.0,100.0,Found,49.0,-480.0,Found,Found,166.0,12.0,317.0,535.0,252.0,14.0,IP_PROXY:TRANSPARENT,15.0,321.0,216.0,Found,Found,Found,iOS 11.0.3,mobile safari 11.0,32.0,2001x1125,match_status:1,T,F,F,F,mobile,iOS Device
2509,2998211,0.0,200617.0,,,0.0,-6.0,,,,,100.0,NotFound,20.0,,New,NotFound,225.0,,384.0,561.0,,,,,,,,New,NotFound,,chrome 62.0 for android,,,,F,F,T,T,mobile,SM-J320H
2544,2998317,-5.0,36174.0,0.0,0.0,0.0,0.0,,,0.0,0.0,100.0,NotFound,52.0,-420.0,Found,Found,166.0,13.0,215.0,266.0,,,,,,,,Found,Found,Windows 7,chrome 62.0,24.0,1600x900,match_status:2,T,F,T,T,desktop,Windows
2572,2998403,0.0,31591.0,0.0,0.0,0.0,0.0,,,0.0,0.0,100.0,NotFound,,-300.0,Found,Found,166.0,,360.0,484.0,,,,,,,,Found,Found,Android 7.0,chrome 62.0 for android,32.0,2220x1080,match_status:2,T,F,T,T,mobile,SM-G950U Build/NRD90M
2593,2998482,-30.0,123001.0,0.0,0.0,13.0,-17.0,14.0,-7.0,0.0,0.0,100.0,NotFound,52.0,-300.0,Found,Found,166.0,15.0,317.0,333.0,409.0,14.0,IP_PROXY:TRANSPARENT,11.0,442.0,161.0,Found,Found,Found,Windows 10,chrome 62.0,24.0,1280x1024,match_status:2,T,F,T,T,desktop,Windows
2632,2998675,-5.0,143068.0,,,0.0,0.0,,,,,100.0,NotFound,49.0,-480.0,New,NotFound,166.0,,454.0,222.0,,,,,,,,New,NotFound,iOS 10.0.2,mobile safari 10.0,32.0,2048x1536,match_status:1,T,F,F,T,mobile,iOS Device
2640,2998709,-10.0,345240.0,0.0,0.0,0.0,0.0,,,0.0,0.0,100.0,NotFound,52.0,,Found,Found,225.0,,484.0,507.0,,,,,,,,Found,Found,,firefox 57.0,,,,F,F,T,T,desktop,Windows
2644,2998718,-5.0,214305.0,,,3.0,-7.0,,,,,100.0,NotFound,49.0,-300.0,New,NotFound,166.0,15.0,352.0,500.0,,,,,,,,New,NotFound,iOS 11.1.2,mobile safari 11.0,32.0,1334x750,match_status:1,T,F,F,F,mobile,iOS Device
2721,2999072,-5.0,45087.0,,,0.0,0.0,,,,,100.0,NotFound,52.0,-300.0,New,NotFound,166.0,,215.0,600.0,,,,,,,,New,NotFound,Windows 10,chrome 62.0,24.0,2160x1440,match_status:2,T,F,T,T,desktop,Windows
2815,2999361,-5.0,548326.0,,,0.0,-11.0,,,,,100.0,NotFound,52.0,,New,NotFound,225.0,15.0,427.0,127.0,,,,,,,,New,NotFound,,chrome 62.0,,,,F,F,T,T,desktop,
2842,2999437,-5.0,102918.0,2.0,0.0,2.0,0.0,,,2.0,0.0,100.0,NotFound,52.0,-300.0,Found,Found,166.0,,215.0,533.0,,,,,,,,Found,Found,Windows 10,chrome 61.0,24.0,1366x768,match_status:2,T,F,T,T,desktop,Windows
2851,2999467,0.0,38807.0,0.0,0.0,0.0,0.0,,,0.0,0.0,100.0,Found,,-300.0,Found,Found,166.0,,529.0,600.0,,,,,,,,Found,Found,Windows 10,ie 11.0 for desktop,24.0,1366x768,match_status:2,T,T,T,T,desktop,Trident/7.0
2874,2999554,-5.0,308021.0,0.0,0.0,0.0,0.0,,,0.0,0.0,100.0,NotFound,52.0,,Found,Found,100.0,,225.0,314.0,,,,,,,,Found,Found,,chrome 62.0,,,,F,F,T,T,desktop,Windows
2904,2999649,-5.0,2812.0,0.0,0.0,0.0,0.0,,,0.0,0.0,100.0,Found,52.0,-300.0,Found,Found,166.0,13.0,542.0,533.0,,,,,,,,Found,Found,Windows 10,chrome 62.0,24.0,1920x1080,match_status:2,T,F,T,T,desktop,Windows
3010,3000020,0.0,244814.0,,,0.0,0.0,,,,,100.0,NotFound,20.0,,New,NotFound,225.0,,254.0,507.0,,,,,,,,New,NotFound,,chrome 62.0,,,,F,F,T,T,desktop,
3014,3000028,-20.0,192499.0,,,0.0,0.0,,,,,100.0,NotFound,49.0,,Unknown,,225.0,,153.0,563.0,,,,,,,,New,NotFound,,mobile safari 9.0,,,,F,F,F,F,mobile,
3047,3000124,0.0,69917.0,4.0,0.0,6.0,0.0,,,4.0,0.0,100.0,NotFound,,-480.0,Found,Found,166.0,,410.0,222.0,,,,,,,,Found,Found,iOS 10.3.2,chrome 62.0 for ios,32.0,2732x2048,match_status:2,T,F,T,T,mobile,iOS Device
3070,3000184,-10.0,82998.0,0.0,0.0,0.0,0.0,,,0.0,0.0,100.0,NotFound,52.0,,Found,Found,166.0,,529.0,222.0,,,,,,,,Found,Found,,chrome 62.0,,,,F,F,T,T,desktop,
3074,3000189,-15.0,41985.0,0.0,0.0,0.0,0.0,,,0.0,0.0,100.0,NotFound,52.0,,Found,Found,166.0,,529.0,222.0,,,,,,,,Found,Found,,chrome 62.0,,,,F,F,T,T,desktop,
3098,3000308,-20.0,27830.0,,,,,,,,,100.0,NotFound,49.0,-360.0,Unknown,,166.0,,312.0,215.0,,,,,,,,New,NotFound,iOS 10.3.3,mobile safari 10.0,32.0,2048x1536,match_status:1,T,F,F,T,mobile,iOS Device
3178,3000642,-5.0,2058.0,0.0,0.0,0.0,0.0,,,0.0,0.0,100.0,NotFound,52.0,-300.0,Found,Found,166.0,,410.0,533.0,,,,,,,,Found,Found,Windows 7,chrome 62.0,24.0,1920x1080,match_status:2,T,F,T,T,desktop,Windows
3184,3000666,0.0,99182.0,0.0,0.0,1.0,0.0,,,0.0,0.0,100.0,NotFound,,-360.0,Found,Found,166.0,,410.0,100.0,,,,,,,,Found,Found,,ie,,,match_status:2,F,T,T,T,desktop,Windows NT 6.1
3220,3000803,-85.0,825948.0,0.0,0.0,7.0,-100.0,5.0,-88.0,-6.0,-6.0,100.0,Found,11.0,-300.0,Found,Found,166.0,13.0,410.0,222.0,596.0,14.0,IP_PROXY:HIDDEN,15.0,501.0,161.0,Found,Found,Found,Windows 7,ie 11.0 for desktop,24.0,1280x1024,match_status:2,T,T,T,T,desktop,Trident/7.0
3298,3001168,-5.0,50298.0,,,3.0,-9.0,,,0.0,0.0,96.1500015258789,NotFound,52.0,-300.0,New,NotFound,166.0,12.0,410.0,333.0,,,,,,,,Found,Found,Windows 7,chrome 61.0,24.0,1920x1080,match_status:2,T,F,T,F,desktop,Windows
3319,3001269,0.0,6545.0,0.0,0.0,0.0,0.0,,,0.0,0.0,100.0,NotFound,,-300.0,Found,Found,166.0,,100.0,549.0,,,,,,,,Found,Found,Windows 7,ie 11.0 for desktop,24.0,,match_status:2,T,T,T,T,desktop,Trident/7.0
3332,3001337,-10.0,81138.0,0.0,0.0,,,3.0,-7.0,0.0,0.0,100.0,Found,51.0,-360.0,Found,Found,,,,,510.0,14.0,IP_PROXY:ANONYMOUS,16.0,353.0,163.0,Found,Found,Found,Windows 7,ie 11.0 for desktop,24.0,1920x1080,,T,T,T,T,desktop,rv:11.0
3423,3001829,-100.0,61981.0,0.0,0.0,7.0,-60.0,14.0,-100.0,-7.0,-9.0,100.0,Found,52.0,-300.0,Found,Found,166.0,21.0,410.0,533.0,596.0,14.0,IP_PROXY:HIDDEN,15.0,501.0,161.0,Found,Found,Found,Windows 7,chrome 62.0,24.0,1920x1080,match_status:2,T,F,T,T,desktop,Windows
3424,3001833,-5.0,67778.0,0.0,0.0,0.0,0.0,,,0.0,0.0,100.0,NotFound,52.0,-420.0,Found,Found,166.0,,341.0,225.0,,,,,,,,Found,Found,Windows 10,chrome 62.0,24.0,1920x1080,match_status:0,T,F,T,F,desktop,Windows
3464,3001974,0.0,20771.0,0.0,0.0,0.0,0.0,,,0.0,0.0,100.0,NotFound,,-300.0,Found,Found,166.0,13.0,215.0,533.0,,,,,,,,Found,Found,Mac OS X 10_10_5,chrome 62.0,24.0,1280x800,match_status:2,T,F,T,T,desktop,MacOS
3477,3002037,-60.0,69107.0,,,2.0,-10.0,25.0,-47.0,,,100.0,NotFound,52.0,-300.0,New,NotFound,166.0,13.0,410.0,277.0,228.0,14.0,IP_PROXY:TRANSPARENT,15.0,426.0,119.0,Found,New,NotFound,Windows 10,firefox 57.0,24.0,1920x1080,match_status:2,T,F,T,T,desktop,Windows
3491,3002086,-5.0,16794.0,0.0,0.0,4.0,-5.0,,,0.0,0.0,100.0,NotFound,52.0,-300.0,Found,Found,166.0,13.0,337.0,549.0,,,,,,,,Found,Found,Windows 7,chrome 62.0,24.0,1600x900,match_status:2,T,F,T,T,desktop,Windows
3511,3002154,-5.0,11611.0,2.0,0.0,32.0,-25.0,,,1.0,0.0,100.0,NotFound,52.0,,Found,Found,166.0,13.0,410.0,333.0,,,,,,,,Found,Found,,chrome 62.0,,,match_status:2,F,F,T,T,desktop,Windows
3584,3002411,-5.0,180831.0,,,0.0,0.0,,,,,100.0,NotFound,49.0,-300.0,New,NotFound,166.0,,529.0,256.0,,,,,,,,New,NotFound,Mac OS X 10_12_6,safari generic,24.0,1280x800,match_status:2,T,F,F,T,desktop,MacOS
3586,3002417,0.0,144972.0,,,2.0,-6.0,,,,,100.0,NotFound,,-300.0,New,NotFound,166.0,15.0,410.0,278.0,,,,,,,,New,NotFound,iOS 9.3.5,mobile safari generic,32.0,2048x1536,match_status:2,T,F,T,T,mobile,iOS Device
3635,3002637,-5.0,160652.0,0.0,0.0,0.0,0.0,,,0.0,0.0,100.0,NotFound,49.0,-300.0,Found,Found,166.0,,468.0,277.0,,,,,,,,Found,Found,Mac OS X 10_10_5,safari generic,24.0,1280x800,match_status:2,T,F,T,F,desktop,MacOS
3657,3002755,-5.0,102572.0,,,0.0,0.0,,,,,100.0,NotFound,52.0,-480.0,New,NotFound,166.0,,410.0,222.0,,,,,,,,New,NotFound,Windows 7,firefox 57.0,24.0,1920x1080,match_status:2,T,F,T,F,desktop,Windows
3681,3002864,-5.0,288198.0,0.0,0.0,0.0,0.0,,,0.0,0.0,100.0,NotFound,52.0,,Found,Found,225.0,,427.0,507.0,,,,,,,,Found,Found,,chrome 56.0,,,,F,F,T,T,desktop,Windows
3701,3002956,-30.0,105031.0,,,0.0,0.0,,,,,100.0,NotFound,39.0,540.0,New,NotFound,166.0,,222.0,146.0,,,,,,,,New,NotFound,Android 6.0.1,android webview 4.0,32.0,1920x1080,match_status:2,T,F,T,T,mobile,SM-G900P Build/MMB29M
3712,3003027,-5.0,155667.0,,,0.0,0.0,,,0.0,0.0,93.33000183105467,NotFound,52.0,,New,NotFound,225.0,,427.0,384.0,,,,,,,,Found,Found,,chrome 62.0,,,,F,F,T,T,desktop,Windows
3730,3003117,-5.0,68505.0,0.0,0.0,0.0,0.0,,,0.0,0.0,100.0,NotFound,52.0,,Found,Found,225.0,,607.0,507.0,,,,,,,,Found,Found,,chrome 62.0,,,,F,F,T,T,desktop,Windows
3763,3003234,-5.0,42015.0,0.0,0.0,0.0,0.0,,,0.0,0.0,100.0,NotFound,52.0,-300.0,Found,Found,166.0,,100.0,549.0,,,,,,,,Found,Found,Windows 10,edge 16.0,24.0,1600x900,match_status:2,T,F,T,T,desktop,Windows
3837,3003498,0.0,13868.0,0.0,0.0,0.0,0.0,,,0.0,0.0,100.0,NotFound,,-360.0,Found,Found,166.0,,548.0,100.0,,,,,,,,Found,Found,Mac OS X 10_12_5,safari generic,24.0,1920x1080,match_status:2,T,F,T,T,desktop,MacOS
3843,3003515,-5.0,33266.0,0.0,0.0,,,,,0.0,0.0,100.0,NotFound,52.0,-300.0,Found,Found,166.0,,390.0,549.0,,,,,,,,Found,Found,Windows 10,chrome 62.0,24.0,1366x768,match_status:2,T,F,T,T,desktop,Windows
3856,3003575,0.0,29550.0,0.0,0.0,0.0,0.0,,,0.0,0.0,100.0,Found,,-300.0,Found,Found,166.0,,529.0,549.0,,,,,,,,Found,Found,Mac OS X 10_12_6,chrome 62.0,24.0,1280x800,match_status:2,T,F,T,T,desktop,MacOS
3865,3003597,-5.0,97821.0,,,0.0,-10.0,,,,,100.0,NotFound,49.0,-300.0,New,NotFound,166.0,,621.0,600.0,,,,,,,,New,NotFound,iOS 11.0.3,mobile safari 11.0,32.0,1334x750,match_status:1,T,F,F,T,mobile,iOS Device
3896,3003722,-5.0,67287.0,0.0,0.0,0.0,0.0,,,0.0,0.0,100.0,NotFound,52.0,-300.0,Found,Found,166.0,15.0,633.0,439.0,,,,,,,,Found,Found,Windows 10,chrome 62.0,24.0,1366x768,match_status:2,T,F,T,T,desktop,Windows
3905,3003751,-20.0,542008.0,,,0.0,0.0,,,,,100.0,NotFound,49.0,,Unknown,,225.0,15.0,271.0,507.0,,,,,,,,New,NotFound,,mobile safari 10.0,,,,F,F,F,T,mobile,
3909,3003763,-5.0,74914.0,0.0,0.0,0.0,0.0,,,0.0,0.0,100.0,NotFound,52.0,-300.0,Found,Found,166.0,,397.0,161.0,,,,,,,,Found,Found,Windows 10,chrome 62.0,24.0,1440x900,match_status:2,T,F,T,T,desktop,Windows
3929,3003829,-5.0,107612.0,,,0.0,0.0,,,,,100.0,NotFound,49.0,-300.0,New,NotFound,166.0,,215.0,533.0,,,,,,,,New,NotFound,iOS 11.1.2,mobile safari 11.0,32.0,2436x1125,match_status:1,T,F,F,T,mobile,iOS Device
3984,3003999,-5.0,19373.0,1.0,0.0,2.0,0.0,,,1.0,0.0,100.0,NotFound,52.0,-300.0,Found,Found,166.0,,215.0,277.0,,,,,,,,Found,Found,Windows 10,chrome 62.0,24.0,1366x768,match_status:2,T,F,T,T,desktop,Windows
3986,3004001,0.0,189213.0,,,0.0,0.0,,,,,100.0,NotFound,,-300.0,New,NotFound,166.0,,100.0,368.0,,,,,,,,New,NotFound,iOS 11.1.2,mobile safari 11.0,32.0,1334x750,match_status:1,T,F,T,T,mobile,iOS Device
4124,3004411,-5.0,122656.0,,,0.0,0.0,,,,,100.0,NotFound,52.0,-300.0,New,NotFound,166.0,13.0,410.0,256.0,,,,,,,,New,NotFound,Windows 10,ie 11.0 for tablet,24.0,,match_status:2,T,F,T,T,desktop,Trident/7.0
4128,3004416,0.0,22260.0,0.0,0.0,0.0,0.0,,,0.0,0.0,100.0,NotFound,,-360.0,Found,Found,166.0,,341.0,253.0,,,,,,,,Found,Found,Mac OS X 10_11_6,safari generic,24.0,2560x1600,match_status:2,T,F,T,T,desktop,MacOS
4184,3004624,-5.0,141162.0,,,0.0,0.0,,,,,100.0,NotFound,49.0,-480.0,New,NotFound,166.0,,144.0,394.0,,,,,,,,New,NotFound,iOS 11.0.3,mobile safari 11.0,32.0,2048x1536,match_status:1,T,F,F,T,mobile,iOS Device
